date,day_of_week,hour,covers,weather,is_holiday,is_special_event,notes
2024-06-26,Wednesday,15,24,sunny,False,False,
2024-06-26,Wednesday,16,16,sunny,False,False,
2024-06-26,Wednesday,17,37,sunny,False,False,
2024-06-26,Wednesday,18,57,sunny,False,False,
2024-06-26,Wednesday,19,68,sunny,False,False,
2024-06-26,Wednesday,20,60,sunny,False,False,
2024-06-26,Wednesday,21,44,sunny,False,False,
2024-06-26,Wednesday,22,27,sunny,False,False,
2024-06-27,Thursday,11,28,sunny,False,False,
2024-06-27,Thursday,12,61,sunny,False,False,
2024-06-27,Thursday,13,66,sunny,False,False,
2024-06-27,Thursday,14,58,sunny,False,False,
2024-06-27,Thursday,15,31,sunny,False,False,
2024-06-27,Thursday,16,18,sunny,False,False,
2024-06-27,Thursday,17,36,sunny,False,False,
2024-06-27,Thursday,18,54,sunny,False,False,
2024-06-27,Thursday,19,62,sunny,False,False,
2024-06-27,Thursday,20,73,sunny,False,False,
2024-06-27,Thursday,21,58,sunny,False,False,
2024-06-27,Thursday,22,31,sunny,False,False,
2024-06-28,Friday,11,37,sunny,False,False,
2024-06-28,Friday,12,86,sunny,False,False,
2024-06-28,Friday,13,108,sunny,False,False,
2024-06-28,Friday,14,77,sunny,False,False,
2024-06-28,Friday,15,42,sunny,False,False,
2024-06-28,Friday,16,22,sunny,False,False,
2024-06-28,Friday,17,47,sunny,False,False,
2024-06-28,Friday,18,73,sunny,False,False,
2024-06-28,Friday,19,107,sunny,False,False,
2024-06-28,Friday,20,105,sunny,False,False,
2024-06-28,Friday,21,75,sunny,False,False,
2024-06-28,Friday,22,44,sunny,False,False,
2024-06-29,Saturday,11,31,cloudy,False,False,
2024-06-29,Saturday,12,87,cloudy,False,False,
2024-06-29,Saturday,13,113,cloudy,False,False,
2024-06-29,Saturday,14,75,cloudy,False,False,
2024-06-29,Saturday,15,39,cloudy,False,False,
2024-06-29,Saturday,16,27,cloudy,False,False,
2024-06-29,Saturday,17,52,cloudy,False,False,
2024-06-29,Saturday,18,88,cloudy,False,False,
2024-06-29,Saturday,19,116,cloudy,False,False,
2024-06-29,Saturday,20,96,cloudy,False,False,
2024-06-29,Saturday,21,78,cloudy,False,False,
2024-06-29,Saturday,22,46,cloudy,False,False,
2024-06-30,Sunday,11,34,cloudy,False,False,
2024-06-30,Sunday,12,74,cloudy,False,False,
2024-06-30,Sunday,13,102,cloudy,False,False,
2024-06-30,Sunday,14,72,cloudy,False,False,
2024-06-30,Sunday,15,38,cloudy,False,False,
2024-06-30,Sunday,16,20,cloudy,False,False,
2024-06-30,Sunday,17,39,cloudy,False,False,
2024-06-30,Sunday,18,82,cloudy,False,False,
2024-06-30,Sunday,19,93,cloudy,False,False,
2024-06-30,Sunday,20,87,cloudy,False,False,
2024-06-30,Sunday,21,72,cloudy,False,False,
2024-06-30,Sunday,22,36,cloudy,False,False,
2024-07-01,Monday,11,20,sunny,False,False,
2024-07-01,Monday,12,50,sunny,False,False,
2024-07-01,Monday,13,65,sunny,False,False,
2024-07-01,Monday,14,49,sunny,False,False,
2024-07-01,Monday,15,23,sunny,False,False,
2024-07-01,Monday,16,12,sunny,False,False,
2024-07-01,Monday,17,26,sunny,False,False,
2024-07-01,Monday,18,42,sunny,False,False,
2024-07-01,Monday,19,65,sunny,False,False,
2024-07-01,Monday,20,50,sunny,False,False,
2024-07-01,Monday,21,46,sunny,False,False,
2024-07-01,Monday,22,21,sunny,False,False,
2024-07-02,Tuesday,11,21,sunny,False,False,
2024-07-02,Tuesday,12,43,sunny,False,False,
2024-07-02,Tuesday,13,57,sunny,False,False,
2024-07-02,Tuesday,14,50,sunny,False,False,
2024-07-02,Tuesday,15,24,sunny,False,False,
2024-07-02,Tuesday,16,13,sunny,False,False,
2024-07-02,Tuesday,17,30,sunny,False,False,
2024-07-02,Tuesday,18,51,sunny,False,False,
2024-07-02,Tuesday,19,68,sunny,False,False,
2024-07-02,Tuesday,20,67,sunny,False,False,
2024-07-02,Tuesday,21,43,sunny,False,False,
2024-07-02,Tuesday,22,21,sunny,False,False,
2024-07-03,Wednesday,11,24,sunny,False,False,
2024-07-03,Wednesday,12,53,sunny,False,False,
2024-07-03,Wednesday,13,66,sunny,False,False,
2024-07-03,Wednesday,14,43,sunny,False,False,
2024-07-03,Wednesday,15,23,sunny,False,False,
2024-07-03,Wednesday,16,15,sunny,False,False,
2024-07-03,Wednesday,17,37,sunny,False,False,
2024-07-03,Wednesday,18,51,sunny,False,False,
2024-07-03,Wednesday,19,66,sunny,False,False,
2024-07-03,Wednesday,20,75,sunny,False,False,
2024-07-03,Wednesday,21,44,sunny,False,False,
2024-07-03,Wednesday,22,23,sunny,False,False,
2024-07-04,Thursday,11,27,sunny,False,False,
2024-07-04,Thursday,12,55,sunny,False,False,
2024-07-04,Thursday,13,72,sunny,False,False,
2024-07-04,Thursday,14,51,sunny,False,False,
2024-07-04,Thursday,15,30,sunny,False,False,
2024-07-04,Thursday,16,17,sunny,False,False,
2024-07-04,Thursday,17,35,sunny,False,False,
2024-07-04,Thursday,18,62,sunny,False,False,
2024-07-04,Thursday,19,74,sunny,False,False,
2024-07-04,Thursday,20,73,sunny,False,False,
2024-07-04,Thursday,21,62,sunny,False,False,
2024-07-04,Thursday,22,33,sunny,False,False,
2024-07-05,Friday,11,41,sunny,False,False,
2024-07-05,Friday,12,92,sunny,False,False,
2024-07-05,Friday,13,93,sunny,False,False,
2024-07-05,Friday,14,82,sunny,False,False,
2024-07-05,Friday,15,42,sunny,False,False,
2024-07-05,Friday,16,20,sunny,False,False,
2024-07-05,Friday,17,50,sunny,False,False,
2024-07-05,Friday,18,84,sunny,False,False,
2024-07-05,Friday,19,120,sunny,False,False,
2024-07-05,Friday,20,107,sunny,False,False,
2024-07-05,Friday,21,69,sunny,False,False,
2024-07-05,Friday,22,46,sunny,False,False,
2024-07-06,Saturday,11,39,sunny,False,False,
2024-07-06,Saturday,12,106,sunny,False,False,
2024-07-06,Saturday,13,133,sunny,False,False,
2024-07-06,Saturday,14,91,sunny,False,False,
2024-07-06,Saturday,15,53,sunny,False,False,
2024-07-06,Saturday,16,27,sunny,False,False,
2024-07-06,Saturday,17,64,sunny,False,False,
2024-07-06,Saturday,18,91,sunny,False,False,
2024-07-06,Saturday,19,127,sunny,False,False,
2024-07-06,Saturday,20,121,sunny,False,False,
2024-07-06,Saturday,21,91,sunny,False,False,
2024-07-06,Saturday,22,47,sunny,False,False,
2024-07-07,Sunday,11,35,sunny,False,False,
2024-07-07,Sunday,12,88,sunny,False,False,
2024-07-07,Sunday,13,129,sunny,False,False,
2024-07-07,Sunday,14,78,sunny,False,False,
2024-07-07,Sunday,15,43,sunny,False,False,
2024-07-07,Sunday,16,25,sunny,False,False,
2024-07-07,Sunday,17,61,sunny,False,False,
2024-07-07,Sunday,18,98,sunny,False,False,
2024-07-07,Sunday,19,121,sunny,False,False,
2024-07-07,Sunday,20,100,sunny,False,False,
2024-07-07,Sunday,21,82,sunny,False,False,
2024-07-07,Sunday,22,45,sunny,False,False,
2024-07-08,Monday,11,19,sunny,False,False,
2024-07-08,Monday,12,45,sunny,False,False,
2024-07-08,Monday,13,55,sunny,False,False,
2024-07-08,Monday,14,40,sunny,False,False,
2024-07-08,Monday,15,22,sunny,False,False,
2024-07-08,Monday,16,12,sunny,False,False,
2024-07-08,Monday,17,30,sunny,False,False,
2024-07-08,Monday,18,52,sunny,False,False,
2024-07-08,Monday,19,57,sunny,False,False,
2024-07-08,Monday,20,58,sunny,False,False,
2024-07-08,Monday,21,43,sunny,False,False,
2024-07-08,Monday,22,23,sunny,False,False,
2024-07-09,Tuesday,11,19,sunny,False,False,
2024-07-09,Tuesday,12,51,sunny,False,False,
2024-07-09,Tuesday,13,70,sunny,False,False,
2024-07-09,Tuesday,14,48,sunny,False,False,
2024-07-09,Tuesday,15,24,sunny,False,False,
2024-07-09,Tuesday,16,16,sunny,False,False,
2024-07-09,Tuesday,17,30,sunny,False,False,
2024-07-09,Tuesday,18,46,sunny,False,False,
2024-07-09,Tuesday,19,63,sunny,False,False,
2024-07-09,Tuesday,20,64,sunny,False,False,
2024-07-09,Tuesday,21,38,sunny,False,False,
2024-07-09,Tuesday,22,24,sunny,False,False,
2024-07-10,Wednesday,11,25,sunny,False,False,
2024-07-10,Wednesday,12,58,sunny,False,False,
2024-07-10,Wednesday,13,68,sunny,False,False,
2024-07-10,Wednesday,14,56,sunny,False,False,
2024-07-10,Wednesday,15,23,sunny,False,False,
2024-07-10,Wednesday,16,16,sunny,False,False,
2024-07-10,Wednesday,17,32,sunny,False,False,
2024-07-10,Wednesday,18,61,sunny,False,False,
2024-07-10,Wednesday,19,80,sunny,False,False,
2024-07-10,Wednesday,20,62,sunny,False,False,
2024-07-10,Wednesday,21,46,sunny,False,False,
2024-07-10,Wednesday,22,28,sunny,False,False,
2024-07-11,Thursday,11,26,sunny,False,False,
2024-07-11,Thursday,12,62,sunny,False,False,
2024-07-11,Thursday,13,83,sunny,False,False,
2024-07-11,Thursday,14,56,sunny,False,False,
2024-07-11,Thursday,15,30,sunny,False,False,
2024-07-11,Thursday,16,17,sunny,False,False,
2024-07-11,Thursday,17,43,sunny,False,False,
2024-07-11,Thursday,18,56,sunny,False,False,
2024-07-11,Thursday,19,73,sunny,False,False,
2024-07-11,Thursday,20,72,sunny,False,False,
2024-07-11,Thursday,21,57,sunny,False,False,
2024-07-11,Thursday,22,27,sunny,False,False,
2024-07-12,Friday,11,39,sunny,False,False,
2024-07-12,Friday,12,91,sunny,False,False,
2024-07-12,Friday,13,103,sunny,False,False,
2024-07-12,Friday,14,72,sunny,False,False,
2024-07-12,Friday,15,37,sunny,False,False,
2024-07-12,Friday,16,22,sunny,False,False,
2024-07-12,Friday,17,63,sunny,False,False,
2024-07-12,Friday,18,91,sunny,False,False,
2024-07-12,Friday,19,94,sunny,False,False,
2024-07-12,Friday,20,91,sunny,False,False,
2024-07-12,Friday,21,77,sunny,False,False,
2024-07-12,Friday,22,42,sunny,False,False,
2024-07-13,Saturday,11,41,sunny,False,False,
2024-07-13,Saturday,12,91,sunny,False,False,
2024-07-13,Saturday,13,135,sunny,False,False,
2024-07-13,Saturday,14,92,sunny,False,False,
2024-07-13,Saturday,15,53,sunny,False,False,
2024-07-13,Saturday,16,23,sunny,False,False,
2024-07-13,Saturday,17,54,sunny,False,False,
2024-07-13,Saturday,18,100,sunny,False,False,
2024-07-13,Saturday,19,132,sunny,False,False,
2024-07-13,Saturday,20,131,sunny,False,False,
2024-07-13,Saturday,21,90,sunny,False,False,
2024-07-13,Saturday,22,49,sunny,False,False,
2024-07-14,Sunday,11,46,sunny,False,False,
2024-07-14,Sunday,12,83,sunny,False,False,
2024-07-14,Sunday,13,118,sunny,False,False,
2024-07-14,Sunday,14,76,sunny,False,False,
2024-07-14,Sunday,15,45,sunny,False,False,
2024-07-14,Sunday,16,23,sunny,False,False,
2024-07-14,Sunday,17,53,sunny,False,False,
2024-07-14,Sunday,18,86,sunny,False,False,
2024-07-14,Sunday,19,122,sunny,False,False,
2024-07-14,Sunday,20,117,sunny,False,False,
2024-07-14,Sunday,21,71,sunny,False,False,
2024-07-14,Sunday,22,43,sunny,False,False,
2024-07-15,Monday,11,20,sunny,False,False,
2024-07-15,Monday,12,49,sunny,False,False,
2024-07-15,Monday,13,56,sunny,False,False,
2024-07-15,Monday,14,42,sunny,False,False,
2024-07-15,Monday,15,23,sunny,False,False,
2024-07-15,Monday,16,11,sunny,False,False,
2024-07-15,Monday,17,25,sunny,False,False,
2024-07-15,Monday,18,49,sunny,False,False,
2024-07-15,Monday,19,59,sunny,False,False,
2024-07-15,Monday,20,54,sunny,False,False,
2024-07-15,Monday,21,39,sunny,False,False,
2024-07-15,Monday,22,21,sunny,False,False,
2024-07-16,Tuesday,11,24,sunny,False,False,
2024-07-16,Tuesday,12,58,sunny,False,False,
2024-07-16,Tuesday,13,55,sunny,False,False,
2024-07-16,Tuesday,14,38,sunny,False,False,
2024-07-16,Tuesday,15,27,sunny,False,False,
2024-07-16,Tuesday,16,14,sunny,False,False,
2024-07-16,Tuesday,17,28,sunny,False,False,
2024-07-16,Tuesday,18,51,sunny,False,False,
2024-07-16,Tuesday,19,49,sunny,False,False,
2024-07-16,Tuesday,20,60,sunny,False,False,
2024-07-16,Tuesday,21,45,sunny,False,False,
2024-07-16,Tuesday,22,26,sunny,False,False,
2024-07-17,Wednesday,11,25,sunny,False,False,
2024-07-17,Wednesday,12,51,sunny,False,False,
2024-07-17,Wednesday,13,67,sunny,False,False,
2024-07-17,Wednesday,14,47,sunny,False,False,
2024-07-17,Wednesday,15,27,sunny,False,False,
2024-07-17,Wednesday,16,14,sunny,False,False,
2024-07-17,Wednesday,17,32,sunny,False,False,
2024-07-17,Wednesday,18,48,sunny,False,False,
2024-07-17,Wednesday,19,68,sunny,False,False,
2024-07-17,Wednesday,20,67,sunny,False,False,
2024-07-17,Wednesday,21,38,sunny,False,False,
2024-07-17,Wednesday,22,27,sunny,False,False,
2024-07-18,Thursday,11,33,sunny,False,False,
2024-07-18,Thursday,12,57,sunny,False,False,
2024-07-18,Thursday,13,87,sunny,False,False,
2024-07-18,Thursday,14,60,sunny,False,False,
2024-07-18,Thursday,15,30,sunny,False,False,
2024-07-18,Thursday,16,20,sunny,False,False,
2024-07-18,Thursday,17,38,sunny,False,False,
2024-07-18,Thursday,18,63,sunny,False,False,
2024-07-18,Thursday,19,77,sunny,False,False,
2024-07-18,Thursday,20,82,sunny,False,False,
2024-07-18,Thursday,21,59,sunny,False,False,
2024-07-18,Thursday,22,28,sunny,False,False,
2024-07-19,Friday,11,38,sunny,False,False,
2024-07-19,Friday,12,83,sunny,False,False,
2024-07-19,Friday,13,105,sunny,False,False,
2024-07-19,Friday,14,82,sunny,False,False,
2024-07-19,Friday,15,40,sunny,False,False,
2024-07-19,Friday,16,22,sunny,False,False,
2024-07-19,Friday,17,50,sunny,False,False,
2024-07-19,Friday,18,89,sunny,False,False,
2024-07-19,Friday,19,110,sunny,False,False,
2024-07-19,Friday,20,102,sunny,False,False,
2024-07-19,Friday,21,75,sunny,False,False,
2024-07-19,Friday,22,38,sunny,False,False,
2024-07-20,Saturday,11,49,sunny,False,False,
2024-07-20,Saturday,12,98,sunny,False,False,
2024-07-20,Saturday,13,108,sunny,False,False,
2024-07-20,Saturday,14,96,sunny,False,False,
2024-07-20,Saturday,15,46,sunny,False,False,
2024-07-20,Saturday,16,25,sunny,False,False,
2024-07-20,Saturday,17,58,sunny,False,False,
2024-07-20,Saturday,18,98,sunny,False,False,
2024-07-20,Saturday,19,121,sunny,False,False,
2024-07-20,Saturday,20,101,sunny,False,False,
2024-07-20,Saturday,21,96,sunny,False,False,
2024-07-20,Saturday,22,53,sunny,False,False,
2024-07-21,Sunday,11,39,sunny,False,False,
2024-07-21,Sunday,12,106,sunny,False,False,
2024-07-21,Sunday,13,116,sunny,False,False,
2024-07-21,Sunday,14,92,sunny,False,False,
2024-07-21,Sunday,15,48,sunny,False,False,
2024-07-21,Sunday,16,26,sunny,False,False,
2024-07-21,Sunday,17,58,sunny,False,False,
2024-07-21,Sunday,18,93,sunny,False,False,
2024-07-21,Sunday,19,103,sunny,False,False,
2024-07-21,Sunday,20,109,sunny,False,False,
2024-07-21,Sunday,21,86,sunny,False,False,
2024-07-21,Sunday,22,48,sunny,False,False,
2024-07-22,Monday,11,20,sunny,False,False,
2024-07-22,Monday,12,46,sunny,False,False,
2024-07-22,Monday,13,61,sunny,False,False,
2024-07-22,Monday,14,44,sunny,False,False,
2024-07-22,Monday,15,23,sunny,False,False,
2024-07-22,Monday,16,13,sunny,False,False,
2024-07-22,Monday,17,32,sunny,False,False,
2024-07-22,Monday,18,50,sunny,False,False,
2024-07-22,Monday,19,60,sunny,False,False,
2024-07-22,Monday,20,61,sunny,False,False,
2024-07-22,Monday,21,38,sunny,False,False,
2024-07-22,Monday,22,23,sunny,False,False,
2024-07-23,Tuesday,11,20,sunny,False,False,
2024-07-23,Tuesday,12,54,sunny,False,False,
2024-07-23,Tuesday,13,59,sunny,False,False,
2024-07-23,Tuesday,14,41,sunny,False,False,
2024-07-23,Tuesday,15,22,sunny,False,False,
2024-07-23,Tuesday,16,13,sunny,False,False,
2024-07-23,Tuesday,17,32,sunny,False,False,
2024-07-23,Tuesday,18,48,sunny,False,False,
2024-07-23,Tuesday,19,56,sunny,False,False,
2024-07-23,Tuesday,20,60,sunny,False,False,
2024-07-23,Tuesday,21,45,sunny,False,False,
2024-07-23,Tuesday,22,23,sunny,False,False,
2024-07-24,Wednesday,11,25,sunny,False,False,
2024-07-24,Wednesday,12,60,sunny,False,False,
2024-07-24,Wednesday,13,65,sunny,False,False,
2024-07-24,Wednesday,14,53,sunny,False,False,
2024-07-24,Wednesday,15,24,sunny,False,False,
2024-07-24,Wednesday,16,16,sunny,False,False,
2024-07-24,Wednesday,17,34,sunny,False,False,
2024-07-24,Wednesday,18,56,sunny,False,False,
2024-07-24,Wednesday,19,63,sunny,False,False,
2024-07-24,Wednesday,20,62,sunny,False,False,
2024-07-24,Wednesday,21,51,sunny,False,False,
2024-07-24,Wednesday,22,24,sunny,False,False,
2024-07-25,Thursday,11,24,sunny,False,False,
2024-07-25,Thursday,12,65,sunny,False,False,
2024-07-25,Thursday,13,84,sunny,False,False,
2024-07-25,Thursday,14,58,sunny,False,False,
2024-07-25,Thursday,15,31,sunny,False,False,
2024-07-25,Thursday,16,18,sunny,False,False,
2024-07-25,Thursday,17,34,sunny,False,False,
2024-07-25,Thursday,18,68,sunny,False,False,
2024-07-25,Thursday,19,75,sunny,False,False,
2024-07-25,Thursday,20,74,sunny,False,False,
2024-07-25,Thursday,21,53,sunny,False,False,
2024-07-25,Thursday,22,31,sunny,False,False,
2024-07-26,Friday,11,37,sunny,False,False,
2024-07-26,Friday,12,83,sunny,False,False,
2024-07-26,Friday,13,112,sunny,False,False,
2024-07-26,Friday,14,74,sunny,False,False,
2024-07-26,Friday,15,39,sunny,False,False,
2024-07-26,Friday,16,25,sunny,False,False,
2024-07-26,Friday,17,52,sunny,False,False,
2024-07-26,Friday,18,85,sunny,False,False,
2024-07-26,Friday,19,110,sunny,False,False,
2024-07-26,Friday,20,89,sunny,False,False,
2024-07-26,Friday,21,79,sunny,False,False,
2024-07-26,Friday,22,42,sunny,False,False,
2024-07-27,Saturday,11,44,sunny,False,False,
2024-07-27,Saturday,12,98,sunny,False,False,
2024-07-27,Saturday,13,140,sunny,False,False,
2024-07-27,Saturday,14,87,sunny,False,False,
2024-07-27,Saturday,15,41,sunny,False,False,
2024-07-27,Saturday,16,29,sunny,False,False,
2024-07-27,Saturday,17,55,sunny,False,False,
2024-07-27,Saturday,18,105,sunny,False,False,
2024-07-27,Saturday,19,141,sunny,False,False,
2024-07-27,Saturday,20,129,sunny,False,False,
2024-07-27,Saturday,21,97,sunny,False,False,
2024-07-27,Saturday,22,56,sunny,False,False,
2024-07-28,Sunday,11,40,sunny,False,False,
2024-07-28,Sunday,12,98,sunny,False,False,
2024-07-28,Sunday,13,115,sunny,False,False,
2024-07-28,Sunday,14,82,sunny,False,False,
2024-07-28,Sunday,15,42,sunny,False,False,
2024-07-28,Sunday,16,28,sunny,False,False,
2024-07-28,Sunday,17,51,sunny,False,False,
2024-07-28,Sunday,18,99,sunny,False,False,
2024-07-28,Sunday,19,118,sunny,False,False,
2024-07-28,Sunday,20,97,sunny,False,False,
2024-07-28,Sunday,21,82,sunny,False,False,
2024-07-28,Sunday,22,36,sunny,False,False,
2024-07-29,Monday,11,23,sunny,False,False,
2024-07-29,Monday,12,50,sunny,False,False,
2024-07-29,Monday,13,63,sunny,False,False,
2024-07-29,Monday,14,48,sunny,False,False,
2024-07-29,Monday,15,22,sunny,False,False,
2024-07-29,Monday,16,12,sunny,False,False,
2024-07-29,Monday,17,31,sunny,False,False,
2024-07-29,Monday,18,51,sunny,False,False,
2024-07-29,Monday,19,62,sunny,False,False,
2024-07-29,Monday,20,56,sunny,False,False,
2024-07-29,Monday,21,42,sunny,False,False,
2024-07-29,Monday,22,20,sunny,False,False,
2024-07-30,Tuesday,11,24,sunny,False,False,
2024-07-30,Tuesday,12,55,sunny,False,False,
2024-07-30,Tuesday,13,59,sunny,False,False,
2024-07-30,Tuesday,14,43,sunny,False,False,
2024-07-30,Tuesday,15,26,sunny,False,False,
2024-07-30,Tuesday,16,16,sunny,False,False,
2024-07-30,Tuesday,17,31,sunny,False,False,
2024-07-30,Tuesday,18,45,sunny,False,False,
2024-07-30,Tuesday,19,73,sunny,False,False,
2024-07-30,Tuesday,20,58,sunny,False,False,
2024-07-30,Tuesday,21,43,sunny,False,False,
2024-07-30,Tuesday,22,24,sunny,False,False,
2024-07-31,Wednesday,11,25,sunny,False,False,
2024-07-31,Wednesday,12,61,sunny,False,False,
2024-07-31,Wednesday,13,74,sunny,False,False,
2024-07-31,Wednesday,14,52,sunny,False,False,
2024-07-31,Wednesday,15,24,sunny,False,False,
2024-07-31,Wednesday,16,19,sunny,False,False,
2024-07-31,Wednesday,17,30,sunny,False,False,
2024-07-31,Wednesday,18,53,sunny,False,False,
2024-07-31,Wednesday,19,60,sunny,False,False,
2024-07-31,Wednesday,20,69,sunny,False,False,
2024-07-31,Wednesday,21,49,sunny,False,False,
2024-07-31,Wednesday,22,28,sunny,False,False,
2024-08-01,Thursday,11,26,sunny,False,False,
2024-08-01,Thursday,12,60,sunny,False,False,
2024-08-01,Thursday,13,76,sunny,False,False,
2024-08-01,Thursday,14,53,sunny,False,False,
2024-08-01,Thursday,15,29,sunny,False,False,
2024-08-01,Thursday,16,16,sunny,False,False,
2024-08-01,Thursday,17,33,sunny,False,False,
2024-08-01,Thursday,18,62,sunny,False,False,
2024-08-01,Thursday,19,80,sunny,False,False,
2024-08-01,Thursday,20,69,sunny,False,False,
2024-08-01,Thursday,21,57,sunny,False,False,
2024-08-01,Thursday,22,28,sunny,False,False,
2024-08-02,Friday,11,33,cloudy,False,False,
2024-08-02,Friday,12,74,cloudy,False,False,
2024-08-02,Friday,13,100,cloudy,False,False,
2024-08-02,Friday,14,65,cloudy,False,False,
2024-08-02,Friday,15,34,cloudy,False,False,
2024-08-02,Friday,16,19,cloudy,False,False,
2024-08-02,Friday,17,45,cloudy,False,False,
2024-08-02,Friday,18,73,cloudy,False,False,
2024-08-02,Friday,19,87,cloudy,False,False,
2024-08-02,Friday,20,87,cloudy,False,False,
2024-08-02,Friday,21,61,cloudy,False,False,
2024-08-02,Friday,22,33,cloudy,False,False,
2024-08-03,Saturday,11,42,sunny,False,False,
2024-08-03,Saturday,12,98,sunny,False,False,
2024-08-03,Saturday,13,123,sunny,False,False,
2024-08-03,Saturday,14,88,sunny,False,False,
2024-08-03,Saturday,15,47,sunny,False,False,
2024-08-03,Saturday,16,29,sunny,False,False,
2024-08-03,Saturday,17,64,sunny,False,False,
2024-08-03,Saturday,18,92,sunny,False,False,
2024-08-03,Saturday,19,113,sunny,False,False,
2024-08-03,Saturday,20,110,sunny,False,False,
2024-08-03,Saturday,21,84,sunny,False,False,
2024-08-03,Saturday,22,46,sunny,False,False,
2024-08-04,Sunday,11,43,sunny,False,False,
2024-08-04,Sunday,12,81,sunny,False,False,
2024-08-04,Sunday,13,108,sunny,False,False,
2024-08-04,Sunday,14,82,sunny,False,False,
2024-08-04,Sunday,15,45,sunny,False,False,
2024-08-04,Sunday,16,24,sunny,False,False,
2024-08-04,Sunday,17,45,sunny,False,False,
2024-08-04,Sunday,18,86,sunny,False,False,
2024-08-04,Sunday,19,123,sunny,False,False,
2024-08-04,Sunday,20,109,sunny,False,False,
2024-08-04,Sunday,21,79,sunny,False,False,
2024-08-04,Sunday,22,39,sunny,False,False,
2024-08-05,Monday,11,21,sunny,False,False,
2024-08-05,Monday,12,43,sunny,False,False,
2024-08-05,Monday,13,58,sunny,False,False,
2024-08-05,Monday,14,36,sunny,False,False,
2024-08-05,Monday,15,22,sunny,False,False,
2024-08-05,Monday,16,12,sunny,False,False,
2024-08-05,Monday,17,30,sunny,False,False,
2024-08-05,Monday,18,43,sunny,False,False,
2024-08-05,Monday,19,58,sunny,False,False,
2024-08-05,Monday,20,53,sunny,False,False,
2024-08-05,Monday,21,46,sunny,False,False,
2024-08-05,Monday,22,22,sunny,False,False,
2024-08-06,Tuesday,11,23,sunny,False,False,
2024-08-06,Tuesday,12,52,sunny,False,False,
2024-08-06,Tuesday,13,59,sunny,False,False,
2024-08-06,Tuesday,14,47,sunny,False,False,
2024-08-06,Tuesday,15,26,sunny,False,False,
2024-08-06,Tuesday,16,14,sunny,False,False,
2024-08-06,Tuesday,17,27,sunny,False,False,
2024-08-06,Tuesday,18,46,sunny,False,False,
2024-08-06,Tuesday,19,70,sunny,False,False,
2024-08-06,Tuesday,20,59,sunny,False,False,
2024-08-06,Tuesday,21,32,sunny,False,False,
2024-08-06,Tuesday,22,21,sunny,False,False,
2024-08-07,Wednesday,11,26,sunny,False,False,
2024-08-07,Wednesday,12,53,sunny,False,False,
2024-08-07,Wednesday,13,59,sunny,False,False,
2024-08-07,Wednesday,14,45,sunny,False,False,
2024-08-07,Wednesday,15,29,sunny,False,False,
2024-08-07,Wednesday,16,15,sunny,False,False,
2024-08-07,Wednesday,17,32,sunny,False,False,
2024-08-07,Wednesday,18,52,sunny,False,False,
2024-08-07,Wednesday,19,78,sunny,False,False,
2024-08-07,Wednesday,20,74,sunny,False,False,
2024-08-07,Wednesday,21,56,sunny,False,False,
2024-08-07,Wednesday,22,25,sunny,False,False,
2024-08-08,Thursday,11,22,sunny,False,False,
2024-08-08,Thursday,12,65,sunny,False,False,
2024-08-08,Thursday,13,71,sunny,False,False,
2024-08-08,Thursday,14,57,sunny,False,False,
2024-08-08,Thursday,15,26,sunny,False,False,
2024-08-08,Thursday,16,17,sunny,False,False,
2024-08-08,Thursday,17,34,sunny,False,False,
2024-08-08,Thursday,18,56,sunny,False,False,
2024-08-08,Thursday,19,79,sunny,False,False,
2024-08-08,Thursday,20,71,sunny,False,False,
2024-08-08,Thursday,21,55,sunny,False,False,
2024-08-08,Thursday,22,29,sunny,False,False,
2024-08-09,Friday,11,29,cloudy,False,False,
2024-08-09,Friday,12,74,cloudy,False,False,
2024-08-09,Friday,13,100,cloudy,False,False,
2024-08-09,Friday,14,63,cloudy,False,False,
2024-08-09,Friday,15,33,cloudy,False,False,
2024-08-09,Friday,16,20,cloudy,False,False,
2024-08-09,Friday,17,48,cloudy,False,False,
2024-08-09,Friday,18,72,cloudy,False,False,
2024-08-09,Friday,19,88,cloudy,False,False,
2024-08-09,Friday,20,91,cloudy,False,False,
2024-08-09,Friday,21,58,cloudy,False,False,
2024-08-09,Friday,22,37,cloudy,False,False,
2024-08-10,Saturday,11,43,sunny,False,False,
2024-08-10,Saturday,12,104,sunny,False,False,
2024-08-10,Saturday,13,128,sunny,False,False,
2024-08-10,Saturday,14,93,sunny,False,False,
2024-08-10,Saturday,15,53,sunny,False,False,
2024-08-10,Saturday,16,29,sunny,False,False,
2024-08-10,Saturday,17,59,sunny,False,False,
2024-08-10,Saturday,18,88,sunny,False,False,
2024-08-10,Saturday,19,118,sunny,False,False,
2024-08-10,Saturday,20,118,sunny,False,False,
2024-08-10,Saturday,21,93,sunny,False,False,
2024-08-10,Saturday,22,47,sunny,False,False,
2024-08-11,Sunday,11,36,sunny,False,False,
2024-08-11,Sunday,12,84,sunny,False,False,
2024-08-11,Sunday,13,114,sunny,False,False,
2024-08-11,Sunday,14,79,sunny,False,False,
2024-08-11,Sunday,15,35,sunny,False,False,
2024-08-11,Sunday,16,20,sunny,False,False,
2024-08-11,Sunday,17,51,sunny,False,False,
2024-08-11,Sunday,18,90,sunny,False,False,
